data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2023-10-31 01:58:47.327180;3122;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3982;VW                                       ;17230                                             ;2013-02-23;2012.0;DIESEL
2023-10-31 01:58:47.327180;812;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4351;VOLVO                                             ;B340M                                             ;2012-12-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;6807;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITU4750;M. BENZ;OF 1721                                           ;2012-12-04;2012.0;DIESEL
2023-10-31 01:58:47.327180;2412;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ4959;M. BENZ;O 500                                             ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;2063;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5038;M. BENZ;OF 1722M                                          ;2010-12-29;2010.0;DIESEL
2023-10-31 01:58:47.327180;6745;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5365;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;1059;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5393;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;790;COMPANHIA CARRIS PORTO ALEGRENSE;ISY5464;M. BENZ;O-500M                                            ;2012-04-11;2011.0;DIESEL
2023-10-31 01:58:47.327180;683;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5804;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;691;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5892;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;708;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0810;VOLVO                                             ;B7R                                               ;2010-02-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;613;COMPANHIA CARRIS PORTO ALEGRENSE;IPI0816;VOLVO                                             ;B12M                                              ;2008-11-24;2008.0;DIESEL
2023-10-31 01:58:47.327180;3128;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0876;M. BENZ;O-500M                                            ;2012-12-08;2012.0;DIESEL
2023-10-31 01:58:47.327180;705;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0878;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;821;COMPANHIA CARRIS PORTO ALEGRENSE;ITY1784;VOLVO                                             ;B340M                                             ;2013-01-13;2012.0;DIESEL
2023-10-31 01:58:47.327180;3142;SUDESTE TRANSPORTES COLETIVOS LTDA;ITQ1937;M. BENZ;OF 1721                                           ;2012-10-27;2012.0;DIESEL
2023-10-31 01:58:47.327180;2140;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2225;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;3076;SUDESTE TRANSPORTES COLETIVOS LTDA;IQC2858;M. BENZ;O-500M                                            ;2009-09-10;2009.0;DIESEL
2023-10-31 01:58:47.327180;2065;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISN2896;M. BENZ;OF 1722                                           ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;2386;VIACAO BELEM NOVO LTDA;ISP2985;M. BENZ;O500MA                                            ;2011-12-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;836;COMPANHIA CARRIS PORTO ALEGRENSE;IWJ3320;VOLVO                                             ;B340MA                                            ;2015-02-28;2014.0;DIESEL
2023-10-31 01:58:47.327180;3098;SUDESTE TRANSPORTES COLETIVOS LTDA;IRO3615;M. BENZ;OF 1722M                                          ;2011-01-28;2010.0;DIESEL
2023-10-31 01:58:47.327180;766;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3876;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;716;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3888;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;733;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3902;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;715;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3J14;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;2132;VIACAO TERESOPOLIS CAVALHADA LTDA;ITX0273;M. BENZ;O-500M                                            ;2012-12-27;2012.0;DIESEL
2023-10-31 01:58:47.327180;3502;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQQ0D16;M. BENZ;O-500M                                            ;2010-03-18;2009.0;DIESEL
2023-10-31 01:58:47.327180;2384;VIACAO BELEM NOVO LTDA;ISO1C05;M. BENZ;OF 1722                                           ;2011-12-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;6484;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1523;M. BENZ;OF 1722                                           ;2012-01-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;2422;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1757;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;4474;VIACAO ALTO PETROPOLIS LTDA;IOB2270;M. BENZ;OF 1722M                                          ;2007-08-30;2007.0;DIESEL
2023-10-31 01:58:47.327180;743;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3I02;M. BENZ;O-500M                                            ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;759;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3837;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;6769;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1382;M. BENZ;O-500M                                            ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;6486;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1527;M. BENZ;OF 1722                                           ;2012-01-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;2461;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1737;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;2142;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2218;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;2122;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK2231;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;2411;RESTINGA TRANSPORTES COLETIVOS LTDA;IQM2809;M. BENZ;O-500M                                            ;2010-01-21;2009.0;DIESEL
2023-10-31 01:58:47.327180;2488;RESTINGA TRANSPORTES COLETIVOS LTDA;ISM3387;M. BENZ;O500MA                                            ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;727;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3942;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;3110;SUDESTE TRANSPORTES COLETIVOS LTDA;ISO4243;M. BENZ;O-500M                                            ;2011-12-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;4424;VIACAO ALTO PETROPOLIS LTDA;IRQ4899;M. BENZ;O-500M                                            ;2011-02-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;2457;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ4941;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;806;COMPANHIA CARRIS PORTO ALEGRENSE;ITB5398;M. BENZ;O500MA                                            ;2010-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;786;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5419;M. BENZ;O-500M                                            ;2012-03-21;2011.0;DIESEL
2023-10-31 01:58:47.327180;6738;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5450;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;694;COMPANHIA CARRIS PORTO ALEGRENSE;IQF5703;VOLVO                                             ;B7R                                               ;2009-10-27;2009.0;DIESEL
2023-10-31 01:58:47.327180;676;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5830;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;6436;NORTRAN TRANSPORTES COLETIVOS LTDA;ITH0D02;M. BENZ;OF 1722                                           ;2012-07-09;2011.0;DIESEL
2023-10-31 01:58:47.327180;2382;VIACAO BELEM NOVO LTDA;ISO1C27;M. BENZ;OF 1722                                           ;2011-12-04;2011.0;DIESEL
2023-10-31 01:58:47.327180;6766;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1388;M. BENZ;O-500M                                            ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;4459;VIACAO ALTO PETROPOLIS LTDA;ISP1638;M. BENZ;OF 1722                                           ;2011-12-14;2011.0;DIESEL
2023-10-31 01:58:47.327180;2463;RESTINGA TRANSPORTES COLETIVOS LTDA;IQJ1750;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;6517;NORTRAN TRANSPORTES COLETIVOS LTDA;IQA2619;M. BENZ;O-500M                                            ;2009-08-14;2009.0;DIESEL
2023-10-31 01:58:47.327180;750;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3I75;M. BENZ;O500 U                                            ;2010-08-12;2010.0;DIESEL
2023-10-31 01:58:47.327180;724;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3906;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;2035;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRQ0597;M. BENZ;O-500M                                            ;2011-02-19;2010.0;DIESEL
2023-10-31 01:58:47.327180;807;COMPANHIA CARRIS PORTO ALEGRENSE;ITQ0895;M. BENZ;O-500M                                            ;2012-10-16;2012.0;DIESEL
2023-10-31 01:58:47.327180;6741;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1403;M. BENZ;O-500M                                            ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;1003;TRANSPORTES COLETIVOS TREVO LTDA;ISM2636;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2064;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISN2827;M. BENZ;OF 1722                                           ;2011-11-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;4309;VIACAO ESTORIL LTDA;IQU3139;M. BENZ;O-500M                                            ;2010-05-15;2010.0;DIESEL
2023-10-31 01:58:47.327180;835;COMPANHIA CARRIS PORTO ALEGRENSE;IWJ3D27;VOLVO                                             ;B340MA                                            ;2015-02-28;2014.0;DIESEL
2023-10-31 01:58:47.327180;2109;VIACAO TERESOPOLIS CAVALHADA LTDA;ISE3441;M. BENZ;OF 1722                                           ;2011-08-13;2011.0;DIESEL
2023-10-31 01:58:47.327180;680;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5898;VOLVO                                             ;B7R                                               ;2009-09-25;2009.0;DIESEL
2023-10-31 01:58:47.327180;1204;TRANSPORTES COLETIVOS TREVO LTDA;ITE6888;M. BENZ;OF 1722                                           ;2012-06-19;2011.0;DIESEL
2023-10-31 01:58:47.327180;6491;NORTRAN TRANSPORTES COLETIVOS LTDA;IUP7032;M. BENZ;OF 1721                                           ;2013-08-15;2013.0;DIESEL
2023-10-31 01:58:47.327180;2139;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7437;M. BENZ;OF 1722                                           ;2012-02-15;2011.0;DIESEL
2023-10-31 01:58:47.327180;6731;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ8176;M. BENZ;O-500M                                            ;2011-06-18;2011.0;DIESEL
2023-10-31 01:58:47.327180;2128;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8183;M. BENZ;O-500M                                            ;2012-12-26;2012.0;DIESEL
2023-10-31 01:58:47.327180;1076;TRANSPORTES COLETIVOS TREVO LTDA;ISM8193;M. BENZ;OF 1722                                           ;2011-11-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;6571;NORTRAN TRANSPORTES COLETIVOS LTDA;ITU9066;M. BENZ;O500MA                                            ;2012-12-07;2012.0;DIESEL
2023-10-31 01:58:47.327180;6755;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOY4257;M. BENZ;OF 1722M                                          ;2008-07-24;2008.0;DIESEL
2023-10-31 01:58:47.327180;6804;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITW4428;M. BENZ;O500MA                                            ;2012-12-27;2012.0;DIESEL
2023-10-31 01:58:47.327180;4406;VIACAO ALTO PETROPOLIS LTDA;IRQ4905;M. BENZ;O 500                                             ;2011-02-25;2010.0;DIESEL
2023-10-31 01:58:47.327180;6750;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5448;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;6751;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5453;M. BENZ;O-500M                                            ;2013-06-28;2012.0;DIESEL
2023-10-31 01:58:47.327180;2038;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5564;M. BENZ;O-500M                                            ;2009-09-11;2009.0;DIESEL
2023-10-31 01:58:47.327180;6541;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR5690;M. BENZ;O-500M                                            ;2012-01-10;2011.0;DIESEL
2023-10-31 01:58:47.327180;1194;TRANSPORTES COLETIVOS TREVO LTDA;;;;;;
2023-10-31 01:58:47.327180;4019;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQQ0255;M. BENZ;O-500M                                            ;2010-03-19;2009.0;DIESEL
2023-10-31 01:58:47.327180;702;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0797;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;2391;VIACAO BELEM NOVO LTDA;ITG4998;M. BENZ;OF 1722                                           ;2011-12-31;2011.0;DIESEL
2023-10-31 01:58:47.327180;775;COMPANHIA CARRIS PORTO ALEGRENSE;IRA5093;M. BENZ;O500 U                                            ;2010-08-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;1005;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5348;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;1135;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5408;M. BENZ;OF 1722M                                          ;2010-12-01;2010.0;DIESEL
2023-10-31 01:58:47.327180;675;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5814;VOLVO                                             ;B7R                                               ;2009-09-24;2009.0;DIESEL
2023-10-31 01:58:47.327180;718;COMPANHIA CARRIS PORTO ALEGRENSE;IQY6103;M. BENZ;B7R                                               ;2010-07-20;2010.0;DIESEL
2023-10-31 01:58:47.327180;4493;VIACAO ALTO PETROPOLIS LTDA;ITT6163;M. BENZ;O-500M                                            ;2012-11-29;2012.0;DIESEL
2023-10-31 01:58:47.327180;709;COMPANHIA CARRIS PORTO ALEGRENSE;IQN0I13;VOLVO                                             ;B7R                                               ;2010-02-05;2009.0;DIESEL
2023-10-31 01:58:47.327180;699;COMPANHIA CARRIS PORTO ALEGRENSE;IQK0831;VOLVO                                             ;B7R                                               ;2010-01-07;2009.0;DIESEL
2023-10-31 01:58:47.327180;4413;VIACAO ALTO PETROPOLIS LTDA;IPH1555;M. BENZ;O-500M                                            ;2008-11-06;2008.0;DIESEL
2023-10-31 01:58:47.327180;857;COMPANHIA CARRIS PORTO ALEGRENSE;IWI2126;VOLVO                                             ;B290R                                             ;2015-02-05;2014.0;DIESEL
2023-10-31 01:58:47.327180;6529;NORTRAN TRANSPORTES COLETIVOS LTDA;IQA2621;M. BENZ;O-500M                                            ;2009-08-17;2009.0;DIESEL
2023-10-31 01:58:47.327180;2229;VIACAO TERESOPOLIS CAVALHADA LTDA;ISM2794;M. BENZ;OF 1722                                           ;2011-11-12;2011.0;DIESEL
2023-10-31 01:58:47.327180;2397;VIACAO BELEM NOVO LTDA;ISP2950;M. BENZ;O500MA                                            ;2011-12-14;2010.0;DIESEL
2023-10-31 01:58:47.327180;2225;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3407;M. BENZ;OF 1722                                           ;2011-10-22;2011.0;DIESEL
2023-10-31 01:58:47.327180;803;COMPANHIA CARRIS PORTO ALEGRENSE;ISW3562;M. BENZ;O500MA                                            ;2010-12-31;2010.0;DIESEL
2023-10-31 01:58:47.327180;722;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3893;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;731;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3J25;VOLVO                                             ;B7R                                               ;2010-07-16;2010.0;DIESEL
2023-10-31 01:58:47.327180;2105;VIACAO TERESOPOLIS CAVALHADA LTDA;ISF4051;M. BENZ;OF 1722                                           ;2011-08-25;2011.0;DIESEL
2023-10-31 01:58:47.327180;4308;VIACAO ESTORIL LTDA;ISQ0176;M. BENZ;O-500M                                            ;2011-12-23;2011.0;DIESEL
2023-10-31 01:58:47.327180;4487;VIACAO ALTO PETROPOLIS LTDA;IRN0362;M. BENZ;OF 1722M                                          ;2011-01-11;2010.0;DIESEL
2023-10-31 01:58:47.327180;3129;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0864;M. BENZ;O-500M                                            ;2012-12-08;2012.0;DIESEL
2023-10-31 01:58:47.327180;808;COMPANHIA CARRIS PORTO ALEGRENSE;ITQ0905;M. BENZ;O-500M                                            ;2012-10-16;2012.0;DIESEL
2023-10-31 01:58:47.327180;1213;TRANSPORTES COLETIVOS TREVO LTDA;IQJ1055;M. BENZ;OF 1722M                                          ;2009-12-09;2009.0;DIESEL
2023-10-31 01:58:47.327180;4324;VIACAO ESTORIL LTDA;ISJ1626;M. BENZ;O-500M                                            ;2011-10-07;2011.0;DIESEL
